Common Name,Link,Scientific Name,Classification,Order,Family,Temperament,Level,Diet,PH,GH,Temp,Size,Continent,X,Y,Z,Nearest Neighbors 1,Nearest Neighbors 2,Nearest Neighbors 3,Nearest Neighbors 4,Nearest Neighbors 5
X Ray Tetra,/species-spotlight/x-ray-tetra/,Pristellamaxillaris,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,7.0,11.0,25.85,5.0,SA,7.2369137,1.3547492,1.3866334,Penguin Tetra,Raccoon Tetra,Xingu Black Neon Tetra,Head and Taillight Tetra,Bleeding Blue Tetra
Xingu Black Neon Tetra,/species-spotlight/xingu-black-neon-tetra/,Moenkhausiaheikoi,Actinopterygii,Characiformes,Characidae,Peaceful,Middle - Top,Omnivore,6.5,11.5,25.0,6.0,SA,6.546561,1.2353368,0.76456,Penguin Tetra,Blackline Tail Tetra,Glass Bloodfin Tetra,Redfin Penguin Tetra,Colombian Redfin Tetra
Xingu Corydoras,/species-spotlight/xingu-corydoras/,Corydorasxinguensis,Actinopterygii,Siluriformes,Callichthyidae,Peaceful,Bottom,Omnivore,7.0,8.5,24.5,5.0,SA,-13.247285,1.6714069,-2.0239718,Horsemans Corydoras,Black Venezuela Corydoras,Armatus Corydoras,Rusty Corydoras,Duplicate Corydoras
Yellow Nose Sulawesi Shrimp,/species-spotlight/yellow-nose-sulawesi-shrimp/,CaridinaSpinata,Malacostraca,Decapoda,Atyidae,Peaceful,All Levels,Omnivore,8.0,7.0,28.35,3.0,AS,-6.021845,9.750076,-1.5663682,Tigris Sulawesi Shrimp,Blue Leg Poso Sulawesi Shrimp,Sulawesi Red Line Shrimp,Sulawesi White Orchid Shrimp,Sulawesi Harlequin Shrimp
Yellow Tailed Congo Tetra,/species-spotlight/yellow-tailed-congo-tetra/,Alestopetersiuscaudalis,Actinopterygii,Characiformes,Alestidae,Peaceful,Bottom - Middle,Omnivore,7.25,15.0,24.15,6.0,AF,-10.875664,-2.4140682,2.2702754,Emerald Dwarf Danio,Bronze Corydoras Var Longfin,Graceful Rasbora,Blacktop Corydoras,Twostripe Corydoras
Yellowtail Rasbora,/species-spotlight/yellowtail-rasbora/,Rasboratornieri,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,12.5,24.5,15.0,AS,-4.7131567,-2.2739105,0.0194131,Blue Spot African Tetra,Rainbow Shark,Marliers Julie,Jewel Cichlid,Red Tailed Black Shark
Yoma Danio,/species-spotlight/yoma-danio/,Daniofeegradei,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Bottom - Middle,Omnivore,7.0,9.5,21.4,8.0,AS,-4.326381,2.314222,0.52895504,Mahecola Barb,Black Barred Danio,Arulius Barb,Malabar Danio,Meghalaya Danio
Yoyo Loach,/species-spotlight/yoyo-loach/,BotiaAlmorhae,Actinopterygii,Cypriniformes,Botiidae,Peaceful,Bottom,Omnivore,6.8,7.5,25.3,15.0,AS,4.033993,-2.9850864,-0.19196285,Clown Loach,Snowball Plecostomus L102,Butterfly Plecostomus L168,Polka Dot Loach,Green Phantom Plecostomus
Zebra Danio,/species-spotlight/zebra-danio/,Brachydaniorerio,Actinopterygii,Cypriniformes,Cyprinidae,Peaceful,Middle - Top,Omnivore,6.75,8.5,20.55,6.0,AS,-4.5771103,3.7940967,0.74869794,Orange Finned Danio,Mahecola Barb,Glowlight Danio,Black Barred Danio,Yoma Danio
Zebra Loach,/species-spotlight/zebra-loach/,Botiastriata,Actinopterygii,Cypriniformes,Botiidae,Peaceful,Bottom,Omnivore,6.75,8.5,23.6,10.0,AS,5.51447,-2.8243098,0.0062831854,Skunk Loach,Polka Dot Loach,Saddleback Loach,Leopard Frog Plecostomus,Golden Bristlenose Plecostomus
Zebra Nerite Snail,/species-spotlight/zebra-nerite-snail/,Neritinanatalensis,Gastropoda,Cycloneritida,Neritidae,Peaceful,Bottom,Herbivore,7.5,15.0,23.5,2.5,AF,6.2372704,-10.46386,0.97847396,Indian Glass Fish,Marbled Limpet Nerite Snail,Ramshorn Snail,Scarlet Badis,Pond Snail
Zebra Pleco,/species-spotlight/zebra-pleco/,Hypancistruszebra,Actinopterygii,Siluriformes,Loricariidae,Peaceful,Bottom,Omnivore,7.0,9.0,27.8,10.0,SA,5.0346513,-2.367919,1.3876934,Leopard Frog Plecostomus,Queen Arabesque Plecostomus L260,Gold Stripe Tiger Panaque,Flash Plecostomus,Skunk Loach
